user_id,age,sex,user_lv_cd,user_reg_dt
41602,36-45Ыъ,0,5,2009/8/24
41622,36-45Ыъ,0,4,2011/12/14
41830,26-35Ыъ,0,5,2011/12/17
41899,26-35Ыъ,0,3,2011/12/18
41905,26-35Ыъ,0,3,2008/2/10
41918,-1,0,4,2011/12/18
42070,16-25Ыъ,0,4,2014/5/5
42142,26-35Ыъ,0,5,2011/12/21
42143,26-35Ыъ,0,5,2011/12/21
42228,36-45Ыъ,0,4,2011/12/21
42337,46-55Ыъ,0,5,2008/2/14
42362,26-35Ыъ,0,5,2011/12/23
42372,26-35Ыъ,0,3,2011/12/23
42385,26-35Ыъ,1,4,2011/12/23
42498,36-45Ыъ,0,5,2011/12/25
42514,26-35Ыъ,1,5,2011/12/25
42536,36-45Ыъ,0,5,2011/12/25
42574,36-45Ыъ,0,4,2011/12/25
42584,26-35Ыъ,0,4,2014/5/5
42602,26-35Ыъ,0,5,2011/12/26
42613,36-45Ыъ,0,4,2011/12/26
42708,46-55Ыъ,0,5,2011/12/27
42748,36-45Ыъ,0,5,2011/12/27
42755,26-35Ыъ,1,5,2008/2/17
42803,-1,0,3,2011/12/28
42819,36-45Ыъ,1,4,2011/12/28
42829,36-45Ыъ,2,5,2011/12/28
42838,26-35Ыъ,0,4,2011/12/28
42841,36-45Ыъ,1,5,2011/12/28
42928,26-35Ыъ,0,3,2011/12/29
42939,26-35Ыъ,0,3,2011/12/29
43054,26-35Ыъ,0,4,2011/12/31
43063,26-35Ыъ,0,5,2011/12/31
43090,36-45Ыъ,0,4,2014/5/9
43102,26-35Ыъ,0,5,2012/1/1
43181,26-35Ыъ,0,5,2012/1/2
43289,26-35Ыъ,0,5,2012/1/4
43328,26-35Ыъ,0,5,2012/1/5
43524,26-35Ыъ,2,2,2014/5/12
43585,26-35Ыъ,0,4,2012/1/9
43599,36-45Ыъ,0,5,2012/1/9
43652,36-45Ыъ,0,5,2012/1/10
43670,26-35Ыъ,0,5,2012/1/10
43955,36-45Ыъ,0,5,2012/1/15
44031,26-35Ыъ,2,5,2012/1/16
44101,26-35Ыъ,0,5,2004/2/8
44112,26-35Ыъ,0,5,2012/1/17
44115,26-35Ыъ,0,5,2012/1/17
44176,16-25Ыъ,2,5,2012/1/19
44212,26-35Ыъ,0,4,2012/1/20
44286,16-25Ыъ,0,5,2012/1/22
44290,36-45Ыъ,0,4,2012/1/22
44298,26-35Ыъ,0,4,2012/1/23
44395,26-35Ыъ,2,5,2014/5/18
44449,26-35Ыъ,0,5,2012/1/27
44458,36-45Ыъ,0,4,2012/1/27
44839,26-35Ыъ,0,4,2012/2/1
45062,26-35Ыъ,0,5,2012/2/2
45155,26-35Ыъ,1,4,2012/2/2
45170,56ЫъвдЩЯ,0,5,2012/2/3
45177,46-55Ыъ,0,4,2012/2/3
45209,-1,0,1,2012/2/3
45218,-1,2,2,2014/5/31
45400,-1,2,2,2014/5/31
45483,36-45Ыъ,0,5,2012/2/4
45502,26-35Ыъ,0,5,2012/2/4
45539,26-35Ыъ,0,5,2012/2/5
45613,-1,2,3,2014/6/1
45727,-1,2,5,2014/6/2
45731,16-25Ыъ,2,4,2014/6/2
45772,46-55Ыъ,2,3,2014/6/2
45812,26-35Ыъ,0,5,2012/2/6
45814,-1,2,2,2014/6/2
45927,46-55Ыъ,0,4,2012/2/7
46047,26-35Ыъ,0,4,2012/2/8
46198,36-45Ыъ,0,5,2012/2/9
46465,26-35Ыъ,0,4,2012/2/10
46513,36-45Ыъ,0,5,2012/2/11
46743,26-35Ыъ,2,4,2012/2/12
46757,-1,2,3,2014/6/4
46878,26-35Ыъ,0,4,2014/6/5
46895,26-35Ыъ,0,4,2012/2/13
46900,36-45Ыъ,0,3,2012/2/13
47017,26-35Ыъ,0,5,2012/2/14
47027,26-35Ыъ,2,5,2012/2/14
47174,36-45Ыъ,0,5,2012/2/14
47187,16-25Ыъ,0,5,2012/2/14
47206,-1,0,5,2014/6/6
47339,36-45Ыъ,1,3,2014/6/7
47362,26-35Ыъ,2,3,2014/6/7
47374,36-45Ыъ,2,4,2014/6/7
47392,36-45Ыъ,0,5,2012/2/15
47406,26-35Ыъ,0,4,2012/2/15
47427,16-25Ыъ,2,2,2014/6/8
47559,26-35Ыъ,0,5,2012/2/17
47707,36-45Ыъ,0,3,2012/2/19
47746,-1,2,4,2014/6/11
47797,26-35Ыъ,2,4,2014/6/12
47870,26-35Ыъ,0,5,2012/2/20
48093,36-45Ыъ,0,5,2012/2/21
48121,26-35Ыъ,0,4,2012/2/21
48187,36-45Ыъ,2,3,2014/6/16
48204,26-35Ыъ,0,5,2012/2/21
48211,26-35Ыъ,0,5,2012/2/21
48225,26-35Ыъ,0,5,2012/2/21
48305,36-45Ыъ,2,3,2014/6/17
48353,-1,0,4,2012/2/22
48355,36-45Ыъ,2,4,2014/6/18
48406,36-45Ыъ,2,5,2014/6/18
48672,26-35Ыъ,2,3,2014/6/19
48692,26-35Ыъ,0,4,2012/2/23
48716,26-35Ыъ,0,5,2012/2/23
48782,16-25Ыъ,0,4,2014/6/20
48887,36-45Ыъ,0,5,2008/3/26
48891,26-35Ыъ,2,3,2014/6/21
48969,26-35Ыъ,0,3,2012/2/24
48983,26-35Ыъ,0,4,2012/2/25
49163,36-45Ыъ,0,4,2014/6/25
49235,36-45Ыъ,2,4,2014/6/26
49366,36-45Ыъ,0,4,2012/2/27
49388,26-35Ыъ,0,5,2012/2/27
49466,-1,2,2,2014/6/30
49525,26-35Ыъ,0,3,2012/2/28
49730,56ЫъвдЩЯ,0,4,2012/2/29
50035,26-35Ыъ,0,3,2012/3/1
50067,26-35Ыъ,2,5,2014/7/8
50137,26-35Ыъ,0,4,2012/3/2
50156,-1,0,5,2012/3/2
50199,26-35Ыъ,0,5,2009/11/11
50286,16-25Ыъ,0,5,2012/3/3
50289,26-35Ыъ,0,5,2012/3/3
50309,26-35Ыъ,1,5,2012/3/3
50330,16-25Ыъ,2,4,2014/7/12
50331,36-45Ыъ,0,4,2012/3/3
50338,-1,0,5,2012/3/3
50421,36-45Ыъ,2,2,2014/7/13
50541,26-35Ыъ,0,4,2012/3/4
50555,16-25Ыъ,0,3,2012/3/4
50606,56ЫъвдЩЯ,1,5,2014/7/17
50810,-1,0,5,2014/7/21
50826,26-35Ыъ,0,5,2012/3/6
51169,26-35Ыъ,0,5,2014/7/29
51278,26-35Ыъ,0,4,2014/7/31
51453,26-35Ыъ,0,5,2012/3/12
51481,46-55Ыъ,2,3,2014/8/4
51529,36-45Ыъ,2,3,2014/8/5
51536,26-35Ыъ,0,5,2014/8/5
51602,26-35Ыъ,2,3,2014/8/5
51630,26-35Ыъ,1,5,2012/3/13
51718,-1,2,1,2014/8/6
51787,26-35Ыъ,0,4,2012/3/14
51853,36-45Ыъ,0,5,2012/3/14
51879,26-35Ыъ,1,5,2012/3/15
51881,26-35Ыъ,0,5,2012/3/15
51916,16-25Ыъ,0,4,2014/8/8
51961,26-35Ыъ,0,5,2012/3/15
51980,36-45Ыъ,0,5,2012/3/16
52141,46-55Ыъ,1,5,2014/8/11
52167,36-45Ыъ,0,4,2012/3/17
52169,26-35Ыъ,1,5,2012/3/17
52181,26-35Ыъ,1,4,2012/3/17
52231,26-35Ыъ,0,4,2012/3/18
52277,26-35Ыъ,0,5,2012/3/18
52315,-1,0,2,2012/3/19
52375,26-35Ыъ,0,5,2012/3/19
52397,26-35Ыъ,0,5,2012/3/19
52465,36-45Ыъ,0,3,2012/3/20
52528,26-35Ыъ,0,4,2012/3/20
52560,26-35Ыъ,2,5,2012/3/21
52626,26-35Ыъ,0,5,2012/3/21
52629,16-25Ыъ,2,4,2014/8/13
52953,26-35Ыъ,0,5,2008/4/16
52957,26-35Ыъ,0,4,2012/3/25
53092,26-35Ыъ,2,3,2014/8/21
53125,26-35Ыъ,0,4,2012/3/26
53273,26-35Ыъ,0,4,2012/3/27
53400,26-35Ыъ,0,3,2012/3/28
53523,16-25Ыъ,0,5,2014/8/26
53534,-1,2,5,2014/8/26
53565,26-35Ыъ,0,4,2012/3/29
53602,26-35Ыъ,0,4,2014/8/27
53646,36-45Ыъ,0,5,2012/3/30
53681,36-45Ыъ,0,2,2012/3/30
53717,36-45Ыъ,0,5,2012/3/30
53737,26-35Ыъ,0,5,2012/3/31
53825,26-35Ыъ,0,3,2012/3/31
53835,26-35Ыъ,0,5,2012/3/31
53836,36-45Ыъ,0,3,2012/3/31
53963,36-45Ыъ,0,4,2012/4/1
54016,26-35Ыъ,0,5,2012/4/2
54122,26-35Ыъ,0,5,2012/4/3
54283,26-35Ыъ,0,4,2012/4/4
54287,-1,0,1,2012/4/4
54302,36-45Ыъ,0,5,2012/4/4
54351,-1,0,2,2012/4/5
54409,26-35Ыъ,0,4,2012/4/5
54450,-1,2,5,2014/9/8
54541,26-35Ыъ,2,4,2014/9/9
54568,26-35Ыъ,0,5,2012/4/7
54638,26-35Ыъ,0,5,2012/4/8
54667,26-35Ыъ,0,5,2012/4/8
54674,36-45Ыъ,0,4,2012/4/8
54838,26-35Ыъ,0,4,2012/4/11
54896,36-45Ыъ,2,4,2014/9/15
54973,26-35Ыъ,0,3,2012/4/13
54989,26-35Ыъ,0,5,2012/4/13
55052,26-35Ыъ,0,3,2012/4/14
55055,16-25Ыъ,0,3,2012/4/14
55066,36-45Ыъ,0,4,2012/4/14
55080,26-35Ыъ,0,4,2012/4/14
55115,36-45Ыъ,0,5,2012/4/15
55264,26-35Ыъ,0,5,2012/4/16
55314,36-45Ыъ,0,4,2012/4/17
55315,26-35Ыъ,0,5,2012/4/17
55411,26-35Ыъ,0,5,2012/4/18
55581,-1,0,5,2012/4/19
55670,26-35Ыъ,0,4,2014/9/22
55715,-1,2,5,2014/9/23
55834,36-45Ыъ,2,2,2012/4/21
56004,26-35Ыъ,0,4,2012/4/23
56015,26-35Ыъ,0,5,2008/5/2
56258,26-35Ыъ,2,3,2014/9/28
56288,26-35Ыъ,0,5,2012/4/27
56345,26-35Ыъ,1,5,2012/4/27
56394,16-25Ыъ,0,5,2012/4/27
56429,36-45Ыъ,1,4,2012/4/27
56444,26-35Ыъ,0,5,2009/11/13
56487,26-35Ыъ,2,5,2012/4/28
56528,36-45Ыъ,2,3,2014/10/2
56653,26-35Ыъ,0,4,2012/4/29
56907,-1,0,4,2012/5/2
56984,-1,2,3,2014/10/6
57012,26-35Ыъ,0,5,2008/5/7
57032,16-25Ыъ,0,3,2012/5/3
57209,26-35Ыъ,1,5,2012/5/5
57413,26-35Ыъ,0,5,2012/5/7
57473,36-45Ыъ,1,2,2012/5/8
57523,26-35Ыъ,2,5,2012/5/8
57736,26-35Ыъ,2,4,2012/5/10
57761,26-35Ыъ,0,2,2014/10/15
57828,26-35Ыъ,2,3,2014/10/16
57862,26-35Ыъ,2,4,2012/5/11
57982,26-35Ыъ,2,5,2012/5/12
58005,26-35Ыъ,0,4,2014/10/19
58102,26-35Ыъ,2,5,2012/5/13
58154,-1,2,1,2014/10/20
58201,36-45Ыъ,0,5,2012/5/14
58204,26-35Ыъ,0,5,2012/5/14
58228,36-45Ыъ,2,4,2012/5/14
58240,-1,2,3,2014/10/21
58300,-1,2,4,2014/10/22
58420,-1,2,3,2014/10/23
58448,26-35Ыъ,0,5,2012/5/16
58456,36-45Ыъ,2,4,2012/5/16
58490,-1,2,4,2014/10/24
58500,36-45Ыъ,0,5,2012/5/17
58543,26-35Ыъ,1,2,2012/5/17
58668,-1,2,5,2012/5/19
58682,26-35Ыъ,2,5,2012/5/19
58687,36-45Ыъ,2,4,2014/10/26
58706,-1,2,4,2014/10/26
58777,26-35Ыъ,2,5,2012/5/20
58843,26-35Ыъ,0,5,2008/5/17
58879,16-25Ыъ,2,4,2012/5/21
59013,26-35Ыъ,0,5,2012/5/22
59019,26-35Ыъ,2,5,2012/5/22
59037,26-35Ыъ,2,5,2012/5/23
59071,-1,2,5,2012/5/23
59115,36-45Ыъ,0,4,2014/10/29
59134,26-35Ыъ,1,3,2014/10/30
59170,26-35Ыъ,2,4,2012/5/24
59184,-1,2,5,2014/10/30
59185,26-35Ыъ,0,5,2014/10/30
59303,16-25Ыъ,2,5,2014/11/1
59349,26-35Ыъ,0,4,2014/11/2
59350,26-35Ыъ,0,4,2014/11/2
59351,-1,2,3,2014/11/2
59357,16-25Ыъ,2,5,2014/11/2
59377,26-35Ыъ,0,3,2014/11/2
59413,56ЫъвдЩЯ,2,3,2014/11/3
59454,36-45Ыъ,2,4,2014/11/4
59461,-1,2,4,2014/11/4
59479,46-55Ыъ,2,4,2014/11/4
59502,26-35Ыъ,0,3,2009/11/15
59512,26-35Ыъ,2,4,2014/11/5
59518,-1,2,3,2014/11/5
59519,26-35Ыъ,2,4,2014/11/5
59852,-1,0,3,2014/11/9
59864,36-45Ыъ,0,3,2014/11/9
60194,26-35Ыъ,0,5,2008/5/30
60229,26-35Ыъ,2,5,2014/11/11
60243,16-25Ыъ,2,4,2014/11/11
60354,36-45Ыъ,2,4,2014/11/11
60373,26-35Ыъ,2,5,2014/11/12
60422,-1,2,5,2014/11/12
60428,16-25Ыъ,0,4,2014/11/12
60547,-1,2,2,2014/11/14
60794,26-35Ыъ,0,4,2014/11/18
60821,26-35Ыъ,0,3,2014/11/19
60959,26-35Ыъ,0,4,2009/11/21
60976,36-45Ыъ,0,5,2008/6/10
61006,36-45Ыъ,2,3,2014/11/22
61061,36-45Ыъ,0,4,2008/6/12
61198,46-55Ыъ,0,4,2009/11/28
61483,46-55Ыъ,2,3,2014/12/5
61623,36-45Ыъ,0,5,2008/6/18
61654,-1,2,3,2014/12/9
62237,36-45Ыъ,2,4,2014/12/16
62484,46-55Ыъ,0,5,2009/12/12
62541,26-35Ыъ,2,2,2014/12/21
62640,26-35Ыъ,2,2,2014/12/22
63154,26-35Ыъ,0,4,2012/5/25
63365,36-45Ыъ,0,5,2012/5/26
63395,26-35Ыъ,2,1,2015/1/4
63434,26-35Ыъ,2,5,2012/5/27
63443,26-35Ыъ,0,5,2012/5/27
63453,36-45Ыъ,2,3,2015/1/5
63593,26-35Ыъ,2,4,2015/1/7
63801,36-45Ыъ,2,4,2015/1/10
63804,36-45Ыъ,0,3,2009/12/25
63805,36-45Ыъ,2,3,2015/1/10
63852,36-45Ыъ,0,4,2009/12/25
64073,26-35Ыъ,2,4,2015/1/13
64097,26-35Ыъ,0,5,2009/12/26
64155,36-45Ыъ,2,5,2015/1/14
64188,36-45Ыъ,0,4,2015/1/14
64216,26-35Ыъ,0,5,2009/12/27
64225,36-45Ыъ,0,3,2009/12/27
64411,-1,2,2,2015/1/17
64482,36-45Ыъ,0,4,2015/1/18
64508,-1,2,2,2012/6/3
64701,36-45Ыъ,2,5,2012/6/4
64760,16-25Ыъ,2,5,2012/6/4
64773,36-45Ыъ,2,4,2012/6/4
64792,26-35Ыъ,2,5,2012/6/4
64833,26-35Ыъ,0,5,2012/6/5
64921,-1,0,2,2015/1/22
64944,26-35Ыъ,0,5,2012/6/6
65028,26-35Ыъ,2,5,2012/6/6
65136,26-35Ыъ,0,5,2012/6/7
65161,36-45Ыъ,0,5,2012/6/7
65185,26-35Ыъ,0,4,2012/6/8
65187,26-35Ыъ,0,4,2012/6/8
65201,36-45Ыъ,2,5,2012/6/8
65295,-1,0,3,2015/1/28
65297,56ЫъвдЩЯ,2,4,2015/1/28
65349,36-45Ыъ,0,5,2012/6/10
65434,36-45Ыъ,2,2,2015/1/30
65495,26-35Ыъ,2,3,2012/6/12
65584,26-35Ыъ,0,5,2015/2/1
65602,26-35Ыъ,0,4,2012/6/13
65652,56ЫъвдЩЯ,0,5,2012/6/13
65788,26-35Ыъ,0,5,2015/2/3
65843,36-45Ыъ,2,3,2015/2/4
65888,16-25Ыъ,2,3,2015/2/5
65899,26-35Ыъ,0,5,2012/6/16
65910,16-25Ыъ,0,5,2015/2/5
65922,26-35Ыъ,2,4,2012/6/16
65990,36-45Ыъ,2,4,2015/2/5
66008,46-55Ыъ,2,2,2015/2/6
66116,36-45Ыъ,0,4,2015/2/6
66182,26-35Ыъ,2,5,2012/6/18
66224,36-45Ыъ,2,3,2012/6/18
66290,36-45Ыъ,2,2,2015/2/8
66390,26-35Ыъ,2,4,2012/6/18
66549,36-45Ыъ,1,5,2012/6/19
66562,36-45Ыъ,0,5,2010/1/13
66664,16-25Ыъ,0,3,2015/2/11
66671,36-45Ыъ,0,3,2015/2/11
66899,-1,2,2,2015/2/13
66967,36-45Ыъ,2,5,2012/6/21
67009,36-45Ыъ,2,2,2012/6/22
67037,26-35Ыъ,2,5,2012/6/22
67043,26-35Ыъ,2,3,2012/6/22
67085,26-35Ыъ,2,3,2012/6/23
67135,-1,0,4,2010/1/19
