dt,sku_id,comment_num,has_bad_comment,bad_comment_rate
2016-02-01,108560,4,1,0.0548
2016-02-01,166351,2,0,0.0
2016-02-01,77481,4,1,0.0179
2016-02-01,49267,3,0,0.0
2016-02-01,73314,1,0,0.0
2016-02-01,134697,4,1,0.0933
2016-02-01,116710,2,0,0.0
2016-02-01,92011,0,0,0.0
2016-02-01,32415,0,0,0.0
2016-02-01,124256,3,0,0.0
2016-02-01,150979,1,0,0.0
2016-02-01,27280,2,0,0.0
2016-02-01,94780,0,0,0.0
2016-02-01,67705,1,0,0.0
2016-02-01,137782,2,0,0.0
2016-02-01,49011,3,0,0.0
2016-02-01,128241,1,0,0.0
2016-02-01,55012,0,0,0.0
2016-02-01,45652,0,0,0.0
2016-02-01,74975,2,1,0.4
2016-02-01,6997,3,1,0.125
2016-02-01,101991,1,0,0.0
2016-02-01,42945,2,0,0.0
2016-02-01,67443,2,0,0.0
2016-02-01,125113,2,1,0.25
2016-02-01,149350,2,1,0.4286
2016-02-01,137609,2,0,0.0
2016-02-01,4423,4,1,0.0121
2016-02-01,79575,3,0,0.0
2016-02-01,39970,2,0,0.0
2016-02-01,71520,4,1,0.0667
2016-02-01,27257,2,0,0.0
2016-02-01,39362,3,0,0.0
2016-02-01,148087,2,0,0.0
2016-02-01,95699,0,0,0.0
2016-02-01,167851,2,0,0.0
2016-02-01,7794,4,1,0.0403
2016-02-01,92516,2,0,0.0
2016-02-01,126740,2,0,0.0
2016-02-01,37072,1,0,0.0
2016-02-01,24021,1,0,0.0
2016-02-01,33055,2,1,0.1667
2016-02-01,39254,1,0,0.0
2016-02-01,98342,4,1,0.0329
2016-02-01,131104,4,1,0.0316
2016-02-01,163709,4,1,0.0259
2016-02-01,75163,3,1,0.0769
2016-02-01,69561,1,0,0.0
2016-02-01,80891,2,0,0.0
2016-02-01,18431,1,0,0.0
2016-02-01,24013,2,0,0.0
2016-02-01,74791,2,0,0.0
2016-02-01,31488,2,0,0.0
2016-02-01,56262,2,0,0.0
2016-02-01,100276,1,0,0.0
2016-02-01,24672,3,1,0.0833
2016-02-01,150981,1,0,0.0
2016-02-01,128138,0,0,0.0
2016-02-01,117872,0,0,0.0
2016-02-01,72225,1,0,0.0
2016-02-01,159548,3,1,0.0667
2016-02-01,24217,0,0,0.0
2016-02-01,69193,1,1,1.0
2016-02-01,50683,1,1,1.0
2016-02-01,59750,2,0,0.0
2016-02-01,164841,2,0,0.0
2016-02-01,16144,2,0,0.0
2016-02-01,115831,1,0,0.0
2016-02-01,160837,2,1,0.4286
2016-02-01,48695,3,1,0.0588
2016-02-01,118591,1,0,0.0
2016-02-01,26216,0,0,0.0
2016-02-01,94890,1,0,0.0
2016-02-01,110923,1,0,0.0
2016-02-01,161798,2,0,0.0
2016-02-01,68478,1,0,0.0
2016-02-01,83002,3,0,0.0
2016-02-01,103346,3,0,0.0
2016-02-01,95451,3,0,0.0
2016-02-01,59677,3,0,0.0
2016-02-01,112344,3,0,0.0
2016-02-01,30851,0,0,0.0
2016-02-01,170822,0,0,0.0
2016-02-01,62634,2,0,0.0
2016-02-01,50010,1,0,0.0
2016-02-01,21456,3,0,0.0
2016-02-01,63770,4,0,0.0
2016-02-01,11707,1,0,0.0
2016-02-01,669,0,0,0.0
2016-02-01,166134,0,0,0.0
2016-02-01,12506,0,0,0.0
2016-02-01,11863,1,0,0.0
2016-02-01,45134,2,0,0.0
2016-02-01,91250,1,0,0.0
2016-02-01,98955,4,1,0.0451
2016-02-01,104741,0,0,0.0
2016-02-01,147075,2,0,0.0
2016-02-01,165345,1,0,0.0
2016-02-01,20570,3,1,0.1429
2016-02-01,74294,1,0,0.0
2016-02-01,57290,0,0,0.0
2016-02-01,19813,3,0,0.0
2016-02-01,155977,3,0,0.0
2016-02-01,60688,2,0,0.0
2016-02-01,60824,3,0,0.0
2016-02-01,47143,3,0,0.0
2016-02-01,142551,3,0,0.0
2016-02-01,74833,4,1,0.0325
2016-02-01,70262,0,0,0.0
2016-02-01,38983,2,0,0.0
2016-02-01,161814,2,0,0.0
2016-02-01,33925,4,0,0.0
2016-02-01,148174,2,0,0.0
2016-02-01,124901,2,1,0.4
2016-02-01,110308,2,0,0.0
2016-02-01,156183,1,0,0.0
2016-02-01,19493,0,0,0.0
2016-02-01,81887,2,1,0.25
2016-02-01,131120,3,1,0.0882
2016-02-01,162342,3,0,0.0
2016-02-01,72962,2,1,0.1429
2016-02-01,84695,4,1,0.0047
2016-02-01,24701,0,0,0.0
2016-02-01,132374,4,1,0.039
2016-02-01,19631,4,0,0.0
2016-02-01,166535,3,0,0.0
2016-02-01,122803,1,0,0.0
2016-02-01,26512,0,0,0.0
2016-02-01,24515,1,0,0.0
2016-02-01,22657,3,1,0.05
2016-02-01,14197,2,0,0.0
2016-02-01,64323,4,0,0.0
2016-02-01,165490,2,1,0.3333
2016-02-01,12954,1,0,0.0
2016-02-01,136188,1,0,0.0
2016-02-01,115681,3,1,0.087
2016-02-01,158645,2,1,0.25
2016-02-01,65299,4,1,0.0088
2016-02-01,60010,2,0,0.0
2016-02-01,152829,2,1,0.25
2016-02-01,164590,2,0,0.0
2016-02-01,133150,3,1,0.0769
2016-02-01,91502,2,0,0.0
2016-02-01,105517,2,0,0.0
2016-02-01,109591,2,0,0.0
2016-02-01,98487,1,0,0.0
2016-02-01,71008,4,1,0.0682
2016-02-01,80617,2,1,0.1
2016-02-01,156341,2,1,0.125
2016-02-01,25458,3,0,0.0
2016-02-01,151175,4,1,0.0365
2016-02-01,168114,0,0,0.0
2016-02-01,67434,2,0,0.0
2016-02-01,30462,2,1,0.25
2016-02-01,52561,3,1,0.0385
2016-02-01,77208,2,1,0.1
2016-02-01,101561,4,1,0.0161
2016-02-01,114965,3,0,0.0
2016-02-01,28048,1,0,0.0
2016-02-01,95131,1,0,0.0
2016-02-01,83740,2,0,0.0
2016-02-01,168918,4,1,0.035
2016-02-01,80811,1,0,0.0
2016-02-01,14760,4,1,0.0133
2016-02-01,24757,2,0,0.0
2016-02-01,106312,4,1,0.0447
2016-02-01,111805,3,1,0.0638
2016-02-01,90039,0,0,0.0
2016-02-01,152907,4,1,0.0465
2016-02-01,19408,3,1,0.0625
2016-02-01,118115,4,0,0.0
2016-02-01,104773,4,1,0.0265
2016-02-01,131609,1,0,0.0
2016-02-01,143735,1,0,0.0
2016-02-01,52979,2,1,0.5
2016-02-01,114980,1,0,0.0
2016-02-01,28851,2,0,0.0
2016-02-01,40973,3,0,0.0
2016-02-01,120096,4,1,0.0313
2016-02-01,13630,4,1,0.1205
2016-02-01,103134,3,1,0.025
2016-02-01,122694,3,1,0.0638
2016-02-01,89759,0,0,0.0
2016-02-01,114572,1,0,0.0
2016-02-01,81460,2,0,0.0
2016-02-01,78015,0,0,0.0
2016-02-01,127931,2,0,0.0
2016-02-01,145972,2,0,0.0
2016-02-01,30395,4,0,0.0
2016-02-01,75336,0,0,0.0
2016-02-01,140738,1,0,0.0
2016-02-01,159739,2,1,0.4
2016-02-01,25013,1,0,0.0
2016-02-01,52489,2,0,0.0
2016-02-01,60335,1,0,0.0
2016-02-01,141843,0,0,0.0
2016-02-01,39268,1,0,0.0
2016-02-01,42211,1,0,0.0
2016-02-01,137163,0,0,0.0
2016-02-01,112937,2,0,0.0
2016-02-01,162486,3,1,0.0625
2016-02-01,82345,4,1,0.052
2016-02-01,32675,2,0,0.0
2016-02-01,36205,2,1,0.2857
2016-02-01,153725,1,0,0.0
2016-02-01,152860,3,1,0.0889
2016-02-01,129739,1,0,0.0
2016-02-01,25584,4,1,0.1122
2016-02-01,68914,4,1,0.04
2016-02-01,155922,4,1,0.0217
2016-02-01,133242,4,1,0.025
2016-02-01,87802,1,0,0.0
2016-02-01,131062,1,0,0.0
2016-02-01,101711,1,0,0.0
2016-02-01,74525,1,0,0.0
2016-02-01,41953,1,0,0.0
2016-02-01,46570,0,0,0.0
2016-02-01,134823,3,1,0.0732
2016-02-01,56389,0,0,0.0
2016-02-01,124762,4,1,0.0615
2016-02-01,36470,2,1,0.625
2016-02-01,76272,1,0,0.0
2016-02-01,6758,1,0,0.0
2016-02-01,69115,1,0,0.0
2016-02-01,71584,1,0,0.0
2016-02-01,83719,0,0,0.0
2016-02-01,77544,3,1,0.0444
2016-02-01,34450,3,1,0.1053
2016-02-01,25706,2,0,0.0
2016-02-01,164229,2,0,0.0
2016-02-01,35334,3,1,0.2308
2016-02-01,122263,0,0,0.0
2016-02-01,72108,0,0,0.0
2016-02-01,68712,0,0,0.0
2016-02-01,146571,3,1,0.1667
